,Player,position,sub_position,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
5692,Darko Lazovic,Midfield,Left Midfield,rs SRB,"FW,MF",Hellas Verona,it Serie A,32,1990,21.4,3,33,13,39.4,1.54,0.61,0.06,0.15,20.7,2,1,1,2.8,2,0.06,0.2,0,Matches,431,671,64.2,7287,2845,218,265,82.3,155,233,66.5,49,116,42.2,2,4.4,3.5,-2.4,31,51,21,7,66,Matches,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33,Matches,60,2.8,38,13,1,6,1,1,3,0.14,3,0,0,0,0,0,Matches,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14,0,Matches,834,22,133,345,363,63,833,27,5,18.5,19,70.4,443,2469,1210,43,21,14,22,16,525,139,Matches
5696,Darlin Yongwa,Defender,Left-Back,cm CMR,DF,Lorient,fr Ligue 1,22,2000,12.9,1,15,5,33.3,1.16,0.39,0.07,0.2,20.6,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,421,614,68.6,6547,2244,217,266,81.6,148,210,70.5,32,77,41.6,1,1.4,2,-0.4,11,32,19,13,43,Matches,614,499,112,11,1,0,76,100,1,0,1,0,421,3,29,Matches,27,2.09,16,2,4,1,4,0,2,0.16,2,0,0,0,0,0,Matches,30,23,17,11,2,14,25,56,11,14,2,12,15,45,36,0,Matches,801,47,237,291,287,33,801,58,26,44.8,29,50,536,3524,1568,39,36,13,26,19,471,81,Matches
5755,David Brooks,Attack,Right Winger,wls WAL,"FW,MF",Bournemouth,eng Premier League,26,1997,3.1,1,13,5,38.5,4.15,1.6,0.08,0.2,17.4,0,0,0,2.2,2.2,0.17,-1.2,-1.2,Matches,95,132,72,1545,666,47,55,85.5,34,42,81,10,23,43.5,1,1,0.5,0,8,14,12,3,21,Matches,132,120,12,1,1,1,15,5,6,5,0,0,95,0,6,Matches,20,6.41,16,1,1,1,1,0,3,0.96,2,0,1,0,0,0,Matches,5,4,2,1,2,2,4,50,2,3,0,3,2,7,2,0,Matches,177,2,25,72,83,11,177,10,4,40,6,60,102,680,279,8,9,1,7,1,113,27,Matches
5768,David Costa,Attack,Attacking Midfield,pt POR,MF,Lens,fr Ligue 1,22,2001,16.6,4,30,14,46.7,1.81,0.84,0.13,0.29,17.8,2,0,0,3,3,0.1,1,1,Matches,570,726,78.5,9004,2375,277,318,87.1,216,266,81.2,41,74,55.4,2,3.5,3.1,-1.5,26,51,26,7,73,Matches,726,664,56,15,3,0,77,3,38,14,22,0,570,6,19,Matches,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0,Matches,18,10,5,12,1,10,23,43.5,13,21,4,17,16,34,8,1,Matches,883,17,123,393,383,43,883,39,20,51.3,18,46.2,699,4344,1844,53,44,10,28,22,655,101,Matches
5852,David Okereke,Attack,Centre-Forward,ng NGA,"FW,MF",Torino,it Serie A,25,1997,2.8,0,8,5,62.5,2.86,1.79,0,0,19.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,72,92,78.3,1089,175,31,38,81.6,37,42,88.1,1,3,33.3,0,0.1,0.3,-0.1,2,0,1,1,7,Matches,92,91,1,0,0,0,4,1,0,0,0,0,72,0,4,Matches,3,1.07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3,1,1,1,1,0,3,0,3,2,0,2,1,4,0,0,Matches,122,0,6,48,68,12,122,6,1,16.7,3,50,77,439,225,8,1,7,8,3,101,23,Matches
5864,David Raum,Defender,Left-Back,de GER,DF,RB Leipzig,de Bundesliga,25,1998,30.4,2,14,4,28.6,0.46,0.13,0.14,0.5,20.3,4,0,0,0.8,0.8,0.05,1.2,1.2,Matches,1566,2154,72.7,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7,8,7.3,10.7,0.7,68,92,62,34,131,Matches,2154,1675,469,63,2,11,306,277,129,46,54,2,1566,10,61,Matches,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0,Matches,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,Matches,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246,Matches
5920,Davide Biraschi,Defender,Centre-Back,it ITA,DF,Genoa,it Serie A,29,1994,1,1,1,1,100,1,1,1,1,9.6,0,0,0,0.1,0.1,0.1,0.9,0.9,Matches,31,37,83.8,684,308,6,7,85.7,18,21,85.7,7,9,77.8,0,0,0,0,0,2,1,0,5,Matches,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0,Matches,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Matches,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0,Matches,48,5,20,21,7,1,48,1,1,100,0,0,19,76,46,0,2,0,0,0,21,4,Matches
5925,Davide Calabria,Defender,Right-Back,it ITA,DF,Milan,it Serie A,26,1996,24.3,1,21,8,38.1,0.86,0.33,0.05,0.13,18.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches,1320,1541,85.7,22285,6489,601,661,90.9,612,690,88.7,89,151,58.9,3,1.2,1.6,1.8,12,104,23,12,140,Matches,1541,1292,245,43,1,5,36,202,0,0,0,0,1320,4,13,Matches,34,1.4,32,0,0,0,1,1,6,0.25,6,0,0,0,0,0,Matches,70,38,38,25,7,44,72,61.1,28,26,7,19,24,94,49,1,Matches,1784,74,512,953,325,26,1784,20,6,30,14,70,932,4458,2474,31,31,2,19,9,1135,66,Matches
5931,Davide Faraoni,Defender,Right-Back,it ITA,DF,Fiorentina,it Serie A,31,1991,4.4,0,3,1,33.3,0.69,0.23,0,0,18.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,190,248,76.6,3451,1097,70,79,88.6,94,117,80.3,21,37,56.8,1,0.4,0.6,0.6,4,15,5,4,17,Matches,248,200,47,5,1,0,17,41,1,0,1,0,190,1,7,Matches,8,1.84,7,0,0,1,0,0,1,0.23,1,0,0,0,0,0,Matches,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,14,0,Matches,298,15,72,153,73,4,298,4,1,25,3,75,159,842,408,7,1,1,4,2,176,16,Matches
5932,Davide Faraoni,Defender,Right-Back,it ITA,DF,Hellas Verona,it Serie A,31,1991,6.7,0,7,1,14.3,1.05,0.15,0,0,17,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,228,304,75,4121,1808,103,119,86.6,80,102,78.4,36,62,58.1,1,0.4,0.3,0.6,8,28,6,2,28,Matches,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6,Matches,21,3.13,14,5,0,0,1,1,2,0.3,2,0,0,0,0,0,Matches,13,10,5,6,2,7,10,70,3,9,5,4,6,19,21,0,Matches,386,20,94,194,102,12,386,7,3,42.9,4,57.1,190,782,400,13,8,1,14,2,211,31,Matches
5933,Davide Frattesi,Midfield,Central Midfield,it ITA,MF,Inter,it Serie A,23,1999,10.6,6,32,13,40.6,3.02,1.23,0.19,0.46,11.4,0,0,0,7.1,7.1,0.22,-1.1,-1.1,Matches,235,301,78.1,3468,1047,126,147,85.7,82,103,79.6,14,18,77.8,3,1.9,2,1.1,10,18,13,1,37,Matches,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7,Matches,26,2.45,21,0,0,3,2,0,6,0.57,4,0,0,1,1,0,Matches,10,6,3,7,0,4,8,50,4,9,3,6,5,15,19,0,Matches,428,28,96,194,140,56,428,21,7,33.3,13,61.9,250,1689,781,27,17,10,17,16,301,40,Matches
5958,Davide Zappacosta,Defender,Right-Back,it ITA,DF,Atalanta,it Serie A,31,1992,20.7,2,37,10,27,1.78,0.48,0.05,0.2,17.1,0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches,881,1049,84,13132,4003,526,576,91.3,288,341,84.5,50,77,64.9,1,1.4,1.7,-0.4,17,46,29,14,78,Matches,1049,857,191,13,0,2,76,168,10,4,4,0,881,1,28,Matches,49,2.36,30,4,4,11,0,0,6,0.29,3,1,0,2,0,0,Matches,30,20,15,10,5,16,34,47.1,18,29,4,25,5,35,19,0,Matches,1248,30,271,489,501,46,1248,42,17,40.5,23,54.8,680,3910,2001,67,33,14,27,15,820,132,Matches
5963,Davie Selke,Attack,Centre-Forward,de GER,FW,K?ln,de Bundesliga,28,1995,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,11.1,0,0,0,4.8,4.8,0.14,1.2,1.2,Matches,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75,0,0.4,0.3,-0.4,11,12,4,0,17,Matches,234,211,22,1,0,0,4,0,0,0,0,0,144,1,9,Matches,28,1.99,18,0,2,6,2,0,1,0.07,0,0,0,1,0,0,Matches,4,2,1,3,0,0,2,0,2,5,3,2,0,4,20,0,Matches,341,24,35,166,140,63,341,12,6,50,6,50,171,653,232,9,3,5,20,12,257,46,Matches
5984,Dawid Kownacki,Attack,Centre-Forward,pl POL,FW,Werder Bremen,de Bundesliga,26,1997,4.2,0,19,4,21.1,4.5,0.95,0,0,16.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches,69,109,63.3,942,199,36,50,72,21,34,61.8,4,7,57.1,0,0.4,0.6,-0.4,5,10,1,0,10,Matches,109,104,4,0,0,1,3,2,0,0,0,0,69,1,3,Matches,17,4.01,8,0,1,5,3,0,2,0.47,1,0,0,0,1,0,Matches,1,1,1,0,0,1,4,25,3,3,1,2,0,1,1,0,Matches,159,2,10,66,83,31,159,3,2,66.7,1,33.3,77,346,88,5,1,3,18,5,125,26,Matches
5987,Dayot Upamecano,Defender,Centre-Back,fr FRA,DF,Bayern Munich,de Bundesliga,24,1998,19.6,1,11,4,36.4,0.56,0.2,0.09,0.25,10.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches,1678,1813,92.6,32907,9994,538,570,94.4,952,1008,94.4,180,204,88.2,0,0.5,0.9,-0.5,6,148,2,0,137,Matches,1813,1778,33,20,1,12,3,12,0,0,0,0,1678,2,16,Matches,27,1.38,26,0,0,0,1,0,3,0.15,3,0,0,0,0,0,Matches,34,21,21,11,2,15,29,51.7,14,19,7,12,19,53,56,3,Matches,1981,140,671,1219,106,17,1981,10,6,60,4,40,1350,7520,4558,28,24,0,9,4,1519,10,Matches
6020,Declan Rice,Midfield,Defensive Midfield,eng ENG,MF,Arsenal,eng Premier League,24,1999,35.8,7,58,20,34.5,1.62,0.56,0.12,0.35,20.4,2,0,0,3.3,3.3,0.06,3.7,3.7,Matches,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,2.7,47,240,39,2,278,Matches,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,Matches,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,Matches,83,51,37,38,8,32,57,56.1,25,37,11,26,44,127,52,0,Matches,2650,100,581,1398,696,67,2650,46,21,45.7,20,43.5,1675,10194,5139,75,70,16,31,22,1928,64,Matches
6027,Deiver Machado,Defender,Left-Back,co COL,DF,Lens,fr Ligue 1,29,1993,12.5,4,16,8,50,1.28,0.64,0.25,0.5,18.2,1,0,0,1.7,1.7,0.1,2.3,2.3,Matches,383,488,78.5,5645,1674,218,247,88.3,138,170,81.2,13,37,35.1,0,1.3,1.1,-1.3,13,27,11,5,26,Matches,488,396,91,3,0,0,29,87,0,0,0,0,383,1,17,Matches,24,1.92,18,0,1,2,3,0,0,0,0,0,0,0,0,0,Matches,24,18,10,10,4,15,20,75,5,13,2,11,7,31,8,0,Matches,613,26,124,274,223,25,613,24,7,29.2,10,41.7,395,2075,866,22,15,4,18,16,364,74,Matches
6035,Dejan Kulusevski,Attack,Right Winger,se SWE,"FW,MF",Tottenham,eng Premier League,23,2000,30.7,8,57,23,40.4,1.86,0.75,0.14,0.35,15.7,0,0,0,4.7,4.7,0.08,3.3,3.3,Matches,953,1234,77.2,13509,3584,610,700,87.1,279,363,76.9,39,72,54.2,3,7.7,6.7,-4.7,66,55,73,19,144,Matches,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55,Matches,127,4.14,104,1,9,11,0,2,8,0.26,6,0,1,0,0,1,Matches,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1,Matches,1623,12,167,503,984,226,1623,129,54,41.9,66,51.2,1169,7680,3856,151,61,82,86,65,1229,388,Matches
6038,Dejan Ljubicic,Midfield,Defensive Midfield,at AUT,"MF,FW",K?ln,de Bundesliga,25,1997,22.8,0,38,9,23.7,1.67,0.4,0,0,21.8,0,0,0,1.9,1.9,0.05,-1.9,-1.9,Matches,670,843,79.5,10615,2716,348,400,87,250,307,81.4,51,79,64.6,2,3,2,-1,28,54,20,5,84,Matches,843,833,8,2,5,6,31,5,0,0,0,0,670,2,22,Matches,61,2.68,52,1,1,5,1,1,2,0.09,1,0,0,1,0,0,Matches,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11,0,Matches,1046,20,205,537,319,37,1046,33,15,45.5,16,48.5,634,3423,1746,41,47,5,37,18,734,73,Matches
6065,Demba Seck,Attack,Right Winger,sn SEN,"FW,MF",Frosinone,it Serie A,22,2001,3.3,0,7,2,28.6,2.11,0.6,0,0,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,74,92,80.4,959,206,50,57,87.7,20,25,80,2,2,100,0,0.3,0.4,-0.3,3,2,2,0,9,Matches,92,89,3,1,0,0,2,1,1,0,0,0,74,0,3,Matches,12,3.64,11,0,0,1,0,0,1,0.3,1,0,0,0,0,0,Matches,7,4,2,3,2,4,5,80,1,3,0,3,1,8,1,0,Matches,141,1,11,60,72,13,141,13,4,30.8,7,53.8,89,661,318,11,9,6,7,3,98,23,Matches
6066,Demba Seck,Attack,Right Winger,sn SEN,MF,Torino,it Serie A,22,2001,4.7,0,9,2,22.2,1.91,0.42,0,0,17.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75,0,0.1,0.2,-0.1,2,9,4,0,12,Matches,109,109,0,0,0,0,2,0,0,0,0,0,82,0,7,Matches,9,1.9,7,0,0,1,1,0,1,0.21,1,0,0,0,0,0,Matches,5,3,1,4,0,3,4,75,1,1,0,1,1,6,0,0,Matches,160,1,11,65,88,16,160,20,7,35,8,40,119,1109,542,23,20,10,14,10,126,25,Matches
6096,Denis Genreau,Attack,Attacking Midfield,au AUS,"MF,FW",Toulouse,fr Ligue 1,24,1999,5.2,0,3,1,33.3,0.58,0.19,0,0,22.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches,148,205,72.2,2232,715,87,111,78.4,47,60,78.3,9,13,69.2,0,0.4,0.4,-0.4,6,16,3,1,14,Matches,205,197,8,1,2,0,7,2,0,0,0,0,148,0,15,Matches,13,2.52,12,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,12,9,6,6,0,8,15,53.3,7,8,1,7,6,18,8,0,Matches,273,9,67,135,76,9,273,12,4,33.3,7,58.3,184,1019,329,6,5,2,11,4,153,27,Matches
6100,Denis Huseinbasic,Midfield,Central Midfield,ba BIH,MF,K?ln,de Bundesliga,22,2001,18.1,0,12,3,25,0.66,0.17,0,0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,674,791,85.2,11058,2909,324,364,89,287,310,92.6,46,74,62.2,3,0.7,0.7,2.3,16,68,9,2,93,Matches,791,777,12,7,1,2,15,5,0,0,0,0,674,2,17,Matches,37,2.05,30,0,0,3,3,1,5,0.28,4,0,0,0,1,0,Matches,38,18,17,15,6,20,31,64.5,11,26,1,25,13,51,14,0,Matches,949,36,214,550,203,13,949,23,10,43.5,12,52.2,547,3256,1553,35,30,3,19,19,633,29,Matches
6140,Denis Zakaria,Midfield,Defensive Midfield,ch SUI,"MF,DF",Monaco,fr Ligue 1,26,1996,23.7,4,26,10,38.5,1.09,0.42,0.15,0.4,21.6,0,0,0,1.4,1.4,0.05,2.6,2.6,Matches,1081,1184,91.3,18845,5961,463,502,92.2,515,548,94,74,92,80.4,0,1.1,1.1,-1.1,11,102,10,4,107,Matches,1184,1159,25,22,2,3,9,3,0,0,0,0,1081,0,14,Matches,36,1.52,26,0,3,4,0,3,3,0.13,2,0,1,0,0,0,Matches,38,27,11,20,7,12,30,40,18,39,13,26,47,85,41,0,Matches,1432,96,400,851,205,21,1432,39,29,74.4,9,23.1,1117,5797,2766,27,39,4,30,12,990,23,Matches
6153,Deniz Undav,Attack,Centre-Forward,de GER,"FW,MF",Stuttgart,de Bundesliga,27,1996,23.2,18,106,51,48.1,4.57,2.2,0.17,0.35,17.4,0,0,1,15,14.3,0.13,3,3.7,Matches,595,799,74.5,8387,2679,342,420,81.4,186,230,80.9,27,47,57.4,10,6.5,6.1,3.5,39,67,44,2,120,Matches,799,758,32,2,18,3,7,12,0,0,0,0,595,9,43,Matches,103,4.44,79,0,10,6,6,2,17,0.73,15,0,1,1,0,0,Matches,28,13,6,8,14,4,15,26.7,11,17,0,17,6,34,5,0,Matches,1089,9,69,492,537,147,1088,50,27,54,20,40,674,3116,1459,45,36,20,58,51,889,182,Matches
6235,Denzel Dumfries,Midfield,Right Midfield,nl NED,DF,Inter,it Serie A,27,1996,18.2,4,24,6,25,1.32,0.33,0.17,0.67,11.8,0,0,0,2.3,2.3,0.09,1.7,1.7,Matches,614,801,76.7,9956,2925,287,345,83.2,265,335,79.1,41,70,58.6,4,4.9,3.2,-0.9,27,34,29,13,51,Matches,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16,Matches,47,2.59,37,3,3,1,3,0,8,0.44,5,0,1,0,2,0,Matches,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33,1,Matches,977,32,231,385,367,73,977,33,14,42.4,12,36.4,502,2532,1121,50,19,11,29,9,626,147,Matches
6262,Destiny Udogie,Defender,Left-Back,it ITA,DF,Tottenham,eng Premier League,20,2002,26.6,2,9,5,55.6,0.34,0.19,0.22,0.4,10.1,0,0,0,2.4,2.4,0.27,-0.4,-0.4,Matches,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87,19,33,57.6,3,2.2,2,0.8,24,115,13,0,155,Matches,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42,Matches,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0,Matches,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,Matches,1775,96,487,815,506,71,1775,58,24,41.4,26,44.8,974,6108,3320,83,65,19,49,26,1028,138,Matches
6332,Diego Carlos,Defender,Centre-Back,br BRA,DF,Aston Villa,eng Premier League,30,1993,20.2,0,10,1,10,0.5,0.05,0,0,9.1,0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches,1184,1340,88.4,23313,9315,357,378,94.4,714,749,95.3,107,199,53.8,0,0.1,0.4,-0.1,3,72,4,0,59,Matches,1340,1293,47,41,0,6,1,0,0,0,0,0,1184,0,4,Matches,9,0.45,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches,27,16,22,4,1,13,21,61.9,8,24,19,5,13,40,78,3,Matches,1517,244,867,610,43,23,1517,4,2,50,2,50,1013,4786,2606,4,2,1,8,4,1118,1,Matches
6338,Diego Coppola,Defender,Centre-Back,it ITA,DF,Hellas Verona,it Serie A,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40,Matches,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6,Matches,8,0.44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,36,22,25,9,2,20,33,60.6,13,26,9,17,27,63,89,1,Matches,959,104,530,408,26,21,959,1,0,0,1,100,437,1940,806,1,2,0,8,3,467,0,Matches
6358,Diego Llorente,Defender,Centre-Back,es ESP,DF,Roma,it Serie A,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,0.4,4,71,1,0,75,Matches,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,Matches,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0,Matches,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,Matches,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5,Matches
6359,Diego Llorente,Attack,Centre-Forward,es ESP,DF,Roma,it Serie A,29,1993,24.1,1,9,4,44.4,0.37,0.17,0.11,0.25,19.8,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,0.4,4,71,1,0,75,Matches,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,Matches,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0,Matches,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,Matches,1865,233,945,869,56,12,1865,7,3,42.9,3,42.9,1208,6166,2944,20,10,0,10,3,1370,5,Matches
6373,Diego Moreira,Attack,Left Winger,pt POR,"FW,MF",Lyon,fr Ligue 1,18,2004,3,0,5,2,40,1.67,0.67,0,0,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,74,108,68.5,1070,252,46,60,76.7,24,34,70.6,2,8,25,0,0.3,0.2,-0.3,3,4,3,0,12,Matches,108,105,2,1,0,0,6,1,0,0,0,0,74,1,3,Matches,4,1.34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,3,0,3,3,0,3,2,2,5,0,Matches,148,2,24,74,51,9,148,9,2,22.2,7,77.8,120,795,355,10,5,3,13,6,108,23,Matches
6386,Diego Rico,Defender,Left-Back,es ESP,DF,Getafe,es La Liga,30,1993,28.2,0,18,5,27.8,0.64,0.18,0,0,27,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,993,1495,66.4,17450,8646,482,570,84.6,384,566,67.8,104,267,39,7,3.8,3.4,3.2,39,106,40,32,119,Matches,1495,1150,335,24,2,28,130,311,0,0,0,0,993,10,49,Matches,61,2.17,46,10,0,1,3,1,6,0.21,6,0,0,0,0,0,Matches,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,Matches,1809,80,458,900,467,6,1809,33,11,33.3,20,60.6,758,3025,1419,28,36,1,33,20,840,79,Matches
6414,Dilane Bakwa,Attack,Left Winger,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,20,2002,24.2,3,44,12,27.3,1.82,0.5,0.07,0.25,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches,587,862,68.1,10108,3121,282,345,81.7,214,299,71.6,64,153,41.8,6,6.2,4.6,-0.2,49,50,36,10,92,Matches,862,705,154,49,9,5,155,33,72,43,22,1,587,3,28,Matches,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,Matches,30,22,12,13,5,11,40,27.5,29,26,1,25,20,50,11,0,Matches,1158,20,127,487,577,75,1158,121,52,43,62,51.2,806,6019,2898,94,76,24,49,38,756,204,Matches
6424,Dimitri Foulquier,Defender,Right-Back,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,20.5,0,7,1,14.3,0.34,0.05,0,0,16.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,766,1042,73.5,11858,4675,394,463,85.1,308,382,80.6,42,118,35.6,0,1.2,0.8,-1.2,14,47,14,6,72,Matches,1042,791,245,22,1,4,42,223,0,0,0,0,766,6,43,Matches,27,1.32,21,2,0,0,1,3,2,0.1,2,0,0,0,0,0,Matches,39,22,22,13,4,18,26,69.2,8,10,1,9,16,55,49,1,Matches,1258,47,423,558,290,18,1258,45,22,48.9,16,35.6,577,3158,1668,42,32,6,34,16,659,64,Matches
6527,Diogo Dalot,Defender,Right-Back,pt POR,DF,Manchester Utd,eng Premier League,24,1999,35.3,2,30,7,23.3,0.85,0.2,0.07,0.29,21,0,0,0,1.7,1.7,0.06,0.3,0.3,Matches,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,0.1,37,107,31,16,124,Matches,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39,Matches,78,2.21,67,4,2,3,1,1,7,0.2,6,0,0,1,0,0,Matches,81,51,58,12,11,51,74,68.9,23,44,16,28,37,118,111,0,Matches,2196,185,752,873,587,48,2196,52,31,59.6,18,34.6,1149,5413,2901,52,43,10,24,11,1255,111,Matches
6533,Diogo Jota,Attack,Left Winger,pt POR,FW,Liverpool,eng Premier League,26,1996,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,5.3,5.3,0.13,4.7,4.7,Matches,287,394,72.8,3995,939,185,227,81.5,83,104,79.8,11,17,64.7,3,3.3,1.7,-0.3,22,18,12,0,34,Matches,394,393,1,0,5,1,9,1,0,0,0,0,287,0,22,Matches,48,3.77,36,0,5,3,4,0,14,1.1,7,0,4,1,2,0,Matches,23,13,6,13,4,10,23,43.5,13,9,1,8,7,30,4,0,Matches,594,8,53,240,311,107,594,41,15,36.6,21,51.2,350,2104,1239,54,29,23,42,18,427,111,Matches
6534,Diogo Leite,Defender,Centre-Back,pt POR,DF,Union Berlin,de Bundesliga,24,1999,30,0,13,4,30.8,0.43,0.13,0,0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,1263,1581,79.9,23047,9175,511,569,89.8,596,687,86.8,126,249,50.6,0,0.2,0.7,-0.2,6,113,3,1,121,Matches,1581,1471,98,54,1,6,4,14,0,0,0,0,1263,12,15,Matches,24,0.8,19,0,0,1,3,1,3,0.1,3,0,0,0,0,0,Matches,52,36,31,15,6,25,51,49,26,48,22,26,47,99,155,1,Matches,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4,Matches
