,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x.1,Att_x.1,Cmp%.1,Cmp_x.2,Att_x.2,Cmp%.2,Cmp_x.3,Att_x.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh_df4.1,Fld.1,Def.1,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl.1,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6,position,sub_position
1872,Pep Biel,es ESP,"MF,FW",Augsburg,de Bundesliga,26.0,1996.0,3.2,0.0,6.0,1.0,16.7,1.89,0.32,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.17,-1.0,-1.0,Matches,99.0,123.0,80.5,1673.0,542.0,51.0,54.0,94.4,32.0,41.0,78.0,11.0,19.0,57.9,0.0,0.2,0.3,-0.2,4.0,15.0,4.0,2.0,16.0,Matches,123.0,113.0,10.0,3.0,0.0,1.0,14.0,0.0,6.0,1.0,4.0,0.0,99.0,0.0,2.0,Matches,10.0,3.17,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,4.0,3.0,0.0,2.0,2.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,Matches,156.0,2.0,23.0,71.0,63.0,11.0,156.0,7.0,6.0,85.7,1.0,14.3,78.0,414.0,138.0,2.0,2.0,1.0,13.0,1.0,97.0,16.0,Matches,Attack,Attacking Midfield
1875,Perr Schuurs,nl NED,DF,Torino,it Serie A,23.0,1999.0,8.6,1.0,7.0,1.0,14.3,0.82,0.12,0.14,1.0,25.5,0.0,0.0,0.0,0.7,0.7,0.1,0.3,0.3,Matches,359.0,406.0,88.4,6478.0,1868.0,141.0,155.0,91.0,187.0,199.0,94.0,27.0,41.0,65.9,0.0,0.0,0.4,0.0,0.0,17.0,1.0,1.0,19.0,Matches,406.0,393.0,12.0,9.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,359.0,1.0,4.0,Matches,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,20.0,12.0,11.0,8.0,1.0,3.0,9.0,33.3,6.0,10.0,2.0,8.0,9.0,29.0,23.0,0.0,Matches,500.0,42.0,239.0,233.0,34.0,7.0,500.0,2.0,2.0,100.0,0.0,0.0,285.0,1289.0,562.0,9.0,6.0,0.0,9.0,5.0,296.0,4.0,Matches,Defender,Centre-Back
1878,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23.0,2000.0,31.7,19.0,105.0,48.0,45.7,3.31,1.51,0.18,0.4,18.5,4.0,0.0,0.0,10.3,10.3,0.1,8.7,8.7,Matches,1511.0,1767.0,85.5,20347.0,3769.0,990.0,1053.0,94.0,388.0,449.0,86.4,68.0,135.0,50.4,8.0,8.4,6.9,-0.4,73.0,71.0,57.0,5.0,168.0,Matches,1767.0,1684.0,79.0,19.0,15.0,6.0,89.0,4.0,50.0,26.0,14.0,0.0,1511.0,4.0,49.0,Matches,144.0,4.54,111.0,9.0,9.0,6.0,8.0,1.0,21.0,0.66,16.0,1.0,1.0,0.0,3.0,0.0,Matches,31.0,20.0,11.0,10.0,10.0,13.0,31.0,41.9,18.0,30.0,0.0,30.0,13.0,44.0,18.0,1.0,Matches,2146.0,22.0,174.0,785.0,1211.0,190.0,2146.0,102.0,47.0,46.1,46.0,45.1,1435.0,6921.0,3434.0,93.0,79.0,56.0,62.0,49.0,1753.0,269.0,Matches,Midfield,Central Midfield
1879,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27.0,1996.0,15.5,2.0,30.0,8.0,26.7,1.93,0.52,0.07,0.25,20.6,7.0,0.0,0.0,2.5,2.5,0.08,-0.5,-0.5,Matches,404.0,537.0,75.2,6037.0,1791.0,232.0,279.0,83.2,121.0,153.0,79.1,31.0,56.0,55.4,2.0,3.2,2.1,-1.2,23.0,39.0,15.0,4.0,53.0,Matches,537.0,518.0,17.0,4.0,0.0,6.0,29.0,5.0,6.0,3.0,1.0,0.0,404.0,2.0,17.0,Matches,46.0,2.96,40.0,2.0,1.0,2.0,1.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,Matches,33.0,16.0,7.0,22.0,4.0,9.0,27.0,33.3,18.0,31.0,5.0,26.0,20.0,53.0,28.0,1.0,Matches,755.0,43.0,139.0,337.0,286.0,60.0,755.0,33.0,12.0,36.4,18.0,54.5,366.0,1772.0,798.0,22.0,23.0,6.0,27.0,17.0,438.0,63.0,Matches,Midfield,Central Midfield
1881,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,30.0,1993.0,17.5,4.0,39.0,15.0,38.5,2.23,0.86,0.1,0.27,11.7,0.0,0.0,0.0,4.8,4.8,0.12,-0.8,-0.8,Matches,266.0,416.0,63.9,3468.0,648.0,167.0,233.0,71.7,77.0,130.0,59.2,6.0,10.0,60.0,2.0,1.7,1.3,0.3,19.0,17.0,11.0,0.0,36.0,Matches,416.0,403.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,266.0,2.0,9.0,Matches,51.0,2.92,32.0,0.0,2.0,9.0,7.0,1.0,4.0,0.23,2.0,0.0,0.0,2.0,0.0,0.0,Matches,10.0,5.0,4.0,5.0,1.0,4.0,7.0,57.1,3.0,11.0,2.0,9.0,4.0,14.0,17.0,0.0,Matches,581.0,16.0,45.0,282.0,257.0,84.0,581.0,15.0,9.0,60.0,6.0,40.0,256.0,907.0,208.0,7.0,6.0,2.0,43.0,14.0,435.0,86.0,Matches,Attack,Centre-Forward
1882,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27.0,1996.0,14.1,1.0,7.0,3.0,42.9,0.5,0.21,0.14,0.33,9.6,0.0,0.0,0.0,1.1,1.1,0.16,-0.1,-0.1,Matches,814.0,982.0,82.9,16894.0,6421.0,236.0,268.0,88.1,465.0,501.0,92.8,111.0,199.0,55.8,0.0,1.1,0.6,-1.1,3.0,51.0,5.0,0.0,53.0,Matches,982.0,914.0,65.0,31.0,2.0,8.0,4.0,17.0,0.0,0.0,0.0,0.0,814.0,3.0,6.0,Matches,14.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,20.0,13.0,14.0,5.0,1.0,13.0,23.0,56.5,10.0,18.0,11.0,7.0,14.0,34.0,51.0,0.0,Matches,1114.0,110.0,564.0,520.0,39.0,9.0,1114.0,3.0,0.0,0.0,3.0,100.0,730.0,4866.0,2716.0,14.0,12.0,0.0,7.0,0.0,738.0,3.0,Matches,Defender,Centre-Back
1883,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29.0,1993.0,15.0,1.0,8.0,2.0,25.0,0.53,0.13,0.13,0.5,24.2,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,Matches,742.0,898.0,82.6,11783.0,4002.0,386.0,415.0,93.0,299.0,358.0,83.5,45.0,91.0,49.5,2.0,2.8,2.4,-0.8,20.0,54.0,15.0,9.0,63.0,Matches,898.0,730.0,166.0,23.0,1.0,3.0,59.0,130.0,13.0,5.0,6.0,0.0,742.0,2.0,12.0,Matches,34.0,2.27,24.0,6.0,2.0,2.0,0.0,0.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,Matches,26.0,17.0,6.0,18.0,2.0,19.0,26.0,73.1,7.0,18.0,1.0,17.0,7.0,33.0,18.0,2.0,Matches,1006.0,25.0,249.0,543.0,225.0,20.0,1006.0,11.0,6.0,54.5,5.0,45.5,523.0,2613.0,1344.0,25.0,15.0,2.0,11.0,3.0,634.0,56.0,Matches,Defender,Left-Back
1884,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31.0,1992.0,0.3,0.0,3.0,1.0,33.3,10.8,3.6,0.0,0.0,24.9,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,Matches,20.0,24.0,83.3,265.0,63.0,11.0,14.0,78.6,8.0,9.0,88.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,Matches,24.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Matches,2.0,7.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,30.0,0.0,4.0,18.0,9.0,1.0,30.0,5.0,4.0,80.0,1.0,20.0,26.0,222.0,134.0,5.0,4.0,0.0,2.0,0.0,29.0,2.0,Matches,Attack,Left Winger
1886,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29.0,1994.0,22.2,1.0,24.0,9.0,37.5,1.08,0.41,0.04,0.11,19.2,0.0,0.0,0.0,1.4,1.4,0.06,-0.4,-0.4,Matches,652.0,934.0,69.8,11014.0,4320.0,330.0,393.0,84.0,235.0,334.0,70.4,69.0,148.0,46.6,2.0,2.0,2.6,0.0,22.0,49.0,32.0,15.0,73.0,Matches,934.0,703.0,225.0,16.0,0.0,4.0,86.0,183.0,26.0,5.0,16.0,0.0,652.0,6.0,35.0,Matches,56.0,2.52,37.0,10.0,4.0,2.0,2.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0,15.0,15.0,16.0,3.0,16.0,33.0,48.5,17.0,27.0,3.0,24.0,17.0,51.0,47.0,0.0,Matches,1151.0,43.0,302.0,480.0,381.0,29.0,1151.0,32.0,15.0,46.9,13.0,40.6,508.0,3246.0,1571.0,50.0,32.0,6.0,26.0,14.0,587.0,93.0,Matches,Defender,Right-Back
1890,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23.0,2000.0,4.2,0.0,2.0,0.0,0.0,0.48,0.0,0.0,,11.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,230.0,259.0,88.8,3921.0,1103.0,93.0,101.0,92.1,122.0,127.0,96.1,10.0,16.0,62.5,0.0,0.1,0.2,-0.1,2.0,17.0,2.0,1.0,19.0,Matches,259.0,242.0,17.0,6.0,1.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,230.0,0.0,8.0,Matches,6.0,1.44,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0,1.0,2.0,3.0,0.0,1.0,2.0,50.0,1.0,4.0,3.0,1.0,1.0,6.0,12.0,1.0,Matches,293.0,18.0,104.0,154.0,35.0,5.0,293.0,2.0,0.0,0.0,2.0,100.0,213.0,1128.0,527.0,6.0,5.0,0.0,3.0,2.0,225.0,11.0,Matches,Defender,Centre-Back
1893,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22.0,2001.0,8.4,1.0,13.0,4.0,30.8,1.55,0.48,0.08,0.25,10.2,0.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0,Matches,86.0,138.0,62.3,1094.0,113.0,60.0,81.0,74.1,16.0,30.0,53.3,4.0,7.0,57.1,1.0,0.3,0.1,0.7,4.0,3.0,0.0,0.0,8.0,Matches,138.0,124.0,14.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,86.0,0.0,8.0,Matches,12.0,1.43,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0,1.0,1.0,4.0,0.0,1.0,5.0,20.0,4.0,4.0,1.0,3.0,2.0,7.0,3.0,0.0,Matches,231.0,5.0,18.0,99.0,123.0,25.0,231.0,15.0,5.0,33.3,7.0,46.7,129.0,835.0,366.0,14.0,15.0,2.0,25.0,15.0,162.0,52.0,Matches,Attack,Centre-Forward
1894,Piotr Zielinski,pl POL,MF,Napoli,it Serie A,29.0,1994.0,21.4,3.0,29.0,8.0,27.6,1.36,0.37,0.07,0.25,21.4,3.0,1.0,1.0,2.6,1.8,0.06,0.4,0.2,Matches,1037.0,1255.0,82.6,15627.0,5245.0,585.0,626.0,93.5,326.0,394.0,82.7,78.0,155.0,50.3,2.0,3.4,3.2,-1.4,48.0,129.0,35.0,2.0,131.0,Matches,1255.0,1145.0,102.0,28.0,5.0,7.0,89.0,2.0,68.0,14.0,37.0,0.0,1037.0,8.0,17.0,Matches,91.0,4.26,60.0,21.0,4.0,5.0,1.0,0.0,8.0,0.37,4.0,1.0,0.0,2.0,1.0,0.0,Matches,23.0,15.0,6.0,13.0,4.0,12.0,24.0,50.0,12.0,12.0,1.0,11.0,9.0,32.0,15.0,0.0,Matches,1396.0,26.0,217.0,687.0,503.0,35.0,1395.0,34.0,16.0,47.1,16.0,47.1,819.0,4256.0,1956.0,38.0,50.0,6.0,23.0,14.0,1072.0,88.0,Matches,Attack,Attacking Midfield
1895,Pol Lirola,es ESP,DF,Frosinone,it Serie A,25.0,1997.0,17.1,2.0,9.0,3.0,33.3,0.53,0.18,0.22,0.67,19.0,0.0,0.0,0.0,1.3,1.3,0.15,0.7,0.7,Matches,556.0,722.0,77.0,9018.0,3289.0,302.0,341.0,88.6,194.0,248.0,78.2,47.0,89.0,52.8,1.0,1.1,1.0,-0.1,13.0,37.0,14.0,3.0,65.0,Matches,722.0,627.0,93.0,15.0,2.0,2.0,25.0,78.0,0.0,0.0,0.0,0.0,556.0,2.0,20.0,Matches,32.0,1.88,28.0,2.0,1.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,30.0,18.0,14.0,15.0,1.0,17.0,35.0,48.6,18.0,12.0,1.0,11.0,19.0,49.0,41.0,1.0,Matches,874.0,45.0,294.0,403.0,184.0,13.0,874.0,13.0,6.0,46.2,7.0,53.8,393.0,2267.0,1306.0,30.0,20.0,1.0,11.0,9.0,486.0,59.0,Matches,Defender,Right-Back
1896,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24.0,1999.0,23.4,2.0,40.0,15.0,37.5,1.71,0.64,0.05,0.13,19.7,0.0,0.0,0.0,2.3,2.3,0.06,-0.3,-0.3,Matches,351.0,478.0,73.4,4689.0,1071.0,224.0,282.0,79.4,85.0,120.0,70.8,17.0,20.0,85.0,1.0,2.7,1.8,-1.7,27.0,14.0,12.0,4.0,32.0,Matches,478.0,472.0,6.0,2.0,1.0,0.0,21.0,3.0,1.0,1.0,0.0,0.0,351.0,0.0,19.0,Matches,64.0,2.74,38.0,1.0,9.0,5.0,8.0,3.0,7.0,0.3,4.0,0.0,0.0,0.0,2.0,1.0,Matches,45.0,29.0,16.0,22.0,7.0,23.0,51.0,45.1,28.0,21.0,2.0,19.0,14.0,59.0,10.0,0.0,Matches,779.0,11.0,105.0,332.0,360.0,80.0,779.0,93.0,37.0,39.8,43.0,46.2,505.0,4048.0,1930.0,72.0,47.0,35.0,59.0,39.0,558.0,137.0,Matches,Attack,Left Winger
1897,Portu,es ESP,FW,Getafe,es La Liga,31.0,1992.0,1.1,0.0,1.0,1.0,100.0,0.93,0.93,0.0,0.0,8.5,0.0,0.0,0.0,0.2,0.2,0.16,-0.2,-0.2,Matches,17.0,23.0,73.9,226.0,115.0,8.0,10.0,80.0,5.0,6.0,83.3,1.0,1.0,100.0,0.0,0.2,0.3,-0.2,2.0,1.0,2.0,0.0,3.0,Matches,23.0,21.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,2.0,Matches,2.0,1.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0,3.0,4.0,0.0,1.0,5.0,6.0,83.3,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches,36.0,0.0,5.0,4.0,28.0,4.0,36.0,3.0,0.0,0.0,3.0,100.0,17.0,184.0,97.0,3.0,4.0,0.0,2.0,1.0,23.0,3.0,Matches,Attack,Right Winger
1898,Portu,es ESP,"MF,FW",Girona,es La Liga,31.0,1992.0,13.2,7.0,21.0,10.0,47.6,1.59,0.76,0.33,0.7,11.5,0.0,0.0,0.0,3.4,3.4,0.16,3.6,3.6,Matches,232.0,308.0,75.3,3208.0,778.0,128.0,154.0,83.1,83.0,99.0,83.8,7.0,19.0,36.8,5.0,3.5,2.2,1.5,16.0,13.0,9.0,2.0,32.0,Matches,308.0,291.0,14.0,1.0,4.0,0.0,19.0,0.0,2.0,0.0,2.0,0.0,232.0,3.0,15.0,Matches,29.0,2.2,22.0,1.0,2.0,2.0,2.0,0.0,9.0,0.68,7.0,0.0,1.0,0.0,1.0,0.0,Matches,18.0,13.0,3.0,10.0,5.0,3.0,18.0,16.7,15.0,9.0,1.0,8.0,4.0,22.0,6.0,0.0,Matches,426.0,4.0,43.0,183.0,207.0,55.0,426.0,19.0,4.0,21.1,14.0,73.7,270.0,1533.0,809.0,32.0,30.0,10.0,23.0,15.0,314.0,96.0,Matches,Attack,Right Winger
1899,Przemyslaw Frankowski,pl POL,DF,Lens,fr Ligue 1,28.0,1995.0,24.4,3.0,29.0,8.0,27.6,1.19,0.33,0.07,0.25,21.7,2.0,1.0,2.0,3.7,2.1,0.08,-0.7,-0.1,Matches,1008.0,1320.0,76.4,16279.0,5614.0,503.0,580.0,86.7,406.0,525.0,77.3,70.0,137.0,51.1,2.0,3.8,5.0,-1.8,39.0,75.0,43.0,15.0,112.0,Matches,1320.0,1108.0,206.0,8.0,3.0,5.0,118.0,188.0,10.0,3.0,4.0,0.0,1008.0,6.0,38.0,Matches,76.0,3.12,63.0,8.0,2.0,2.0,0.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,Matches,60.0,39.0,25.0,26.0,9.0,31.0,74.0,41.9,43.0,30.0,7.0,23.0,25.0,85.0,36.0,0.0,Matches,1584.0,49.0,299.0,646.0,647.0,55.0,1582.0,30.0,12.0,40.0,18.0,60.0,1056.0,5787.0,2415.0,56.0,42.0,6.0,36.0,15.0,997.0,210.0,Matches,Midfield,Right Midfield
1900,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,21.0,2002.0,7.8,0.0,5.0,1.0,20.0,0.64,0.13,0.0,0.0,22.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Matches,360.0,465.0,77.4,6916.0,2515.0,130.0,155.0,83.9,170.0,207.0,82.1,52.0,85.0,61.2,1.0,1.1,1.2,-0.1,12.0,48.0,9.0,6.0,46.0,Matches,465.0,379.0,84.0,18.0,1.0,1.0,40.0,59.0,7.0,1.0,6.0,0.0,360.0,2.0,11.0,Matches,23.0,2.95,13.0,7.0,1.0,2.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,Matches,13.0,12.0,7.0,5.0,1.0,8.0,20.0,40.0,12.0,4.0,0.0,4.0,6.0,19.0,14.0,0.0,Matches,525.0,16.0,119.0,268.0,139.0,8.0,525.0,9.0,4.0,44.4,4.0,44.4,347.0,2091.0,796.0,15.0,6.0,4.0,7.0,6.0,318.0,56.0,Matches,Defender,Left-Back
1901,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,21.0,2002.0,14.3,0.0,14.0,3.0,21.4,0.98,0.21,0.0,0.0,20.4,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,Matches,615.0,841.0,73.1,11723.0,4968.0,236.0,281.0,84.0,291.0,371.0,78.4,75.0,150.0,50.0,1.0,1.3,1.9,-0.3,18.0,72.0,28.0,8.0,98.0,Matches,841.0,689.0,148.0,11.0,8.0,6.0,63.0,121.0,16.0,6.0,5.0,0.0,615.0,4.0,17.0,Matches,44.0,3.09,36.0,4.0,0.0,3.0,0.0,1.0,5.0,0.35,3.0,1.0,0.0,1.0,0.0,0.0,Matches,29.0,20.0,15.0,12.0,2.0,16.0,25.0,64.0,9.0,22.0,1.0,21.0,18.0,47.0,22.0,0.0,Matches,984.0,39.0,245.0,452.0,297.0,19.0,984.0,19.0,10.0,52.6,9.0,47.4,661.0,3678.0,1787.0,34.0,38.0,5.0,17.0,6.0,596.0,62.0,Matches,Defender,Left-Back
1903,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37.0,1986.0,4.5,1.0,16.0,6.0,37.5,3.54,1.33,0.0,0.0,14.5,0.0,1.0,1.0,2.7,2.0,0.12,-1.7,-2.0,Matches,92.0,110.0,83.6,1099.0,186.0,65.0,74.0,87.8,18.0,21.0,85.7,3.0,4.0,75.0,0.0,0.3,0.3,-0.3,4.0,5.0,2.0,0.0,7.0,Matches,110.0,103.0,7.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0,Matches,13.0,2.87,8.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7.0,5.0,1.0,5.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,3.0,10.0,4.0,0.0,Matches,169.0,4.0,13.0,67.0,91.0,23.0,168.0,8.0,3.0,37.5,4.0,50.0,97.0,429.0,171.0,7.0,4.0,5.0,13.0,12.0,132.0,23.0,Matches,Attack,Centre-Forward
1904,Rade Krunic,ba BIH,MF,Milan,it Serie A,29.0,1993.0,7.6,0.0,2.0,0.0,0.0,0.26,0.0,0.0,,10.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,Matches,388.0,431.0,90.0,5999.0,1258.0,195.0,209.0,93.3,161.0,179.0,89.9,19.0,23.0,82.6,0.0,0.5,0.3,-0.5,5.0,17.0,2.0,0.0,24.0,Matches,431.0,401.0,30.0,27.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,388.0,0.0,2.0,Matches,10.0,1.31,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,8.0,3.0,6.0,1.0,4.0,9.0,44.4,5.0,7.0,3.0,4.0,11.0,21.0,14.0,0.0,Matches,497.0,28.0,125.0,318.0,58.0,5.0,497.0,2.0,2.0,100.0,0.0,0.0,284.0,1278.0,556.0,5.0,7.0,0.0,8.0,3.0,334.0,3.0,Matches,Midfield,Central Midfield
1908,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26.0,1997.0,4.3,2.0,15.0,7.0,46.7,3.45,1.61,0.13,0.29,16.9,0.0,0.0,0.0,1.4,1.4,0.1,0.6,0.6,Matches,61.0,88.0,69.3,868.0,109.0,32.0,41.0,78.0,24.0,30.0,80.0,2.0,5.0,40.0,0.0,0.3,0.1,-0.3,5.0,1.0,1.0,1.0,2.0,Matches,88.0,83.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,5.0,Matches,13.0,2.99,7.0,0.0,2.0,3.0,1.0,0.0,2.0,0.46,0.0,0.0,2.0,0.0,0.0,0.0,Matches,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,Matches,136.0,2.0,11.0,61.0,67.0,20.0,136.0,6.0,2.0,33.3,3.0,50.0,73.0,349.0,147.0,3.0,2.0,3.0,9.0,3.0,93.0,16.0,Matches,Attack,Centre-Forward
1912,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28.0,1994.0,22.0,8.0,51.0,21.0,41.2,2.32,0.96,0.16,0.38,14.5,5.0,0.0,0.0,6.5,6.5,0.13,1.5,1.5,Matches,538.0,728.0,73.9,7091.0,1775.0,363.0,428.0,84.8,135.0,191.0,70.7,18.0,33.0,54.5,4.0,4.5,4.3,-0.5,30.0,31.0,35.0,7.0,78.0,Matches,728.0,716.0,7.0,0.0,11.0,1.0,59.0,6.0,0.0,0.0,0.0,0.0,538.0,5.0,34.0,Matches,85.0,3.87,55.0,0.0,15.0,4.0,7.0,4.0,14.0,0.64,7.0,0.0,4.0,0.0,3.0,0.0,Matches,21.0,10.0,7.0,8.0,6.0,12.0,26.0,46.2,14.0,13.0,0.0,13.0,13.0,34.0,9.0,1.0,Matches,1019.0,8.0,77.0,324.0,638.0,167.0,1019.0,132.0,45.0,34.1,70.0,53.0,744.0,5113.0,3063.0,120.0,51.0,65.0,54.0,44.0,821.0,242.0,Matches,Attack,Left Winger
1913,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28.0,1995.0,11.5,0.0,16.0,0.0,0.0,1.39,0.0,0.0,,17.1,0.0,0.0,0.0,1.7,1.7,0.11,-1.7,-1.7,Matches,702.0,851.0,82.5,11465.0,3639.0,343.0,383.0,89.6,299.0,338.0,88.5,44.0,79.0,55.7,0.0,0.4,0.9,-0.4,6.0,62.0,9.0,1.0,75.0,Matches,851.0,746.0,105.0,22.0,1.0,4.0,21.0,83.0,0.0,0.0,0.0,0.0,702.0,0.0,26.0,Matches,26.0,2.27,16.0,2.0,2.0,2.0,4.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,Matches,34.0,21.0,21.0,11.0,2.0,24.0,34.0,70.6,10.0,22.0,7.0,15.0,16.0,50.0,37.0,0.0,Matches,1000.0,58.0,288.0,522.0,202.0,19.0,1000.0,17.0,16.0,94.1,0.0,0.0,575.0,2507.0,1200.0,17.0,22.0,1.0,19.0,3.0,653.0,63.0,Matches,Defender,Left-Back
1915,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24.0,1998.0,1.7,1.0,5.0,1.0,20.0,2.94,0.59,0.2,1.0,8.0,0.0,0.0,0.0,1.3,1.3,0.26,-0.3,-0.3,Matches,17.0,26.0,65.4,227.0,67.0,11.0,15.0,73.3,3.0,4.0,75.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Matches,26.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,Matches,1.0,0.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches,56.0,1.0,1.0,30.0,27.0,10.0,56.0,15.0,4.0,26.7,10.0,66.7,42.0,336.0,180.0,6.0,4.0,2.0,3.0,8.0,46.0,9.0,Matches,Attack,Centre-Forward
